segment,segment_name,ranking,Short,Long,numerator_denominator,Table Number,Table Name
28,Vietnamese enclaves,1,P_LonePnt_85ov,PERSONS_Lone_parent_Age_85_years_and_over,P_LonePnt_85ov|P_Tot_85ov,G27,Relationship in Household by Age by Sex
28,Vietnamese enclaves,1,P_DNGTS_Tot,PERSONS_Did_not_go_to_school_Total,P_DNGTS_Tot|P_Tot_Tot,G16,Highest Year of School Completed by Age by Sex
28,Vietnamese enclaves,1,OPF_no_ChU15_a_DSs_a_NdCh_F,One_parent_family_with_no_children_under_15_and_with_dependent_students_and_non_dependent_children_Families,OPF_no_ChU15_a_DSs_a_NdCh_F|OPF_Total_F,G29,Family Composition
28,Vietnamese enclaves,1,One_PF_BPBO_Tot,One_parent_family_Both_parents_born_overseas_Total,One_PF_BPBO_Tot|Tot_Tot,G30,Family Composition and Country of Birth of Parents by Age of Dependent Children
28,Vietnamese enclaves,1,Buddhism_P,Buddhism_Persons,Buddhism_P|Tot_P,G14,Religious Affiliation by Sex
28,Vietnamese enclaves,1,T_UOLSE_NWNAA_05_10,TOTAL_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2005_2010,T_UOLSE_NWNAA_05_10|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
28,Vietnamese enclaves,1,T_UOLSE_NWNAA_B_05,TOTAL_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_Before_2005,T_UOLSE_NWNAA_B_05|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
28,Vietnamese enclaves,1,P_Vietnam_Tot,PERSONS_Vietnam_Total,P_Vietnam_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
28,Vietnamese enclaves,1,P_Myanmar_Tot,PERSONS_Myanmar_Total,P_Myanmar_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
28,Vietnamese enclaves,1,P_Malta_Tot,PERSONS_Malta_Total,P_Malta_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
28,Vietnamese enclaves,1,P_85_ov_Num_chd_evr_brn_6_mr,Age_group_of_parent_85_years_and_over_Number_of_children_ever_born_Six_or_more_children,P_85_ov_Num_chd_evr_brn_6_mr|P_85ov_Total,G28,Number of Children Ever Born 
28,Vietnamese enclaves,1,P_Tot_Unemp_55_64,PERSONS_Total_unemployed_Age_55_64_years,P_Tot_Unemp_55_64|P_Tot_55_64,G46,Labour Force Status by Age by Sex
28,Vietnamese enclaves,1,Vietnamese_Tot_resp,Vietnamese_Total_responses,Vietnamese_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
28,Vietnamese enclaves,1,Sth_Afrcan_BP_B_Aus,South_African_Both_parents_born_in_Australia,Sth_Afrcan_BP_B_Aus|Sth_African_Tot_resp,G08,Ancestry by Country of Birth of Parents
28,Vietnamese enclaves,1,High_yr_schl_comp_D_n_g_sch_P,Highest_year_of_school_completed_Did_not_go_to_school_Persons,High_yr_schl_comp_D_n_g_sch_P|Tot_P_P,G01,Selected Person Characteristics by Sex
28,Vietnamese enclaves,1,P_25_34_yr_Divorced,PERSONS_25_34_years_Divorced,P_25_34_yr_Divorced|P_25_34_yr_Tot,G05,Registered Marital Status by Age by Sex
28,Vietnamese enclaves,1,P_35_44_yr_Divorced,PERSONS_35_44_years_Divorced,P_35_44_yr_Divorced|P_35_44_yr_Tot,G05,Registered Marital Status by Age by Sex
28,Vietnamese enclaves,1,P_Cambodia_Tot,PERSONS_Cambodia_Total,P_Cambodia_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
28,Vietnamese enclaves,2,CF_no_ChU15_a_DSs_a_NdCh_P,Couple_family_with_no_children_under_15_and_with_dependent_students_and_non_dependent_children_Persons,CF_no_ChU15_a_DSs_a_NdCh_P|CF_Total_P,G29,Family Composition
28,Vietnamese enclaves,2,P_15_19_Num_chld_evr_brn_2,Age_group_of_parent_15_19_years_Number_of_children_ever_born_Two_children,P_15_19_Num_chld_evr_brn_2|P_15_19_yrs_Total,G28,Number of Children Ever Born 
28,Vietnamese enclaves,2,P_Mnfg_ToT,PERSONS_Manufacturing_Total,P_Mnfg_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
28,Vietnamese enclaves,2,P_Tot_Mach_oper_drivers,PERSONS_Total_Occupation_Machinery_operators_and_drivers,P_Tot_Mach_oper_drivers|P_Tot_Tot,G60,Occupation by age by Sex
28,Vietnamese enclaves,2,P_Tot_Labourers,PERSONS_Total_Occupation_Labourers,P_Tot_Labourers|P_Tot_Tot,G60,Occupation by age by Sex
28,Vietnamese enclaves,2,T_UOLSE_T_B_05,TOTAL_Uses_other_language_and_speaks_English_Total_Year_of_arrival_Before_2005,T_UOLSE_T_B_05|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
28,Vietnamese enclaves,2,T_UOLSE_NWNAA_16,TOTAL_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2016,T_UOLSE_NWNAA_16|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
28,Vietnamese enclaves,2,P_80_84_Num_chd_evr_brn_6_mr,Age_group_of_parent_80_84_years_Number_of_children_ever_born_Six_or_more_children,P_80_84_Num_chd_evr_brn_6_mr|P_80_84_yrs_Total,G28,Number of Children Ever Born 
28,Vietnamese enclaves,2,Serbian_Tot_resp,Serbian_Total_responses,Serbian_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
28,Vietnamese enclaves,2,Vietnamese_BP_B_OS,Vietnamese_Both_parents_born_overseas,Vietnamese_BP_B_OS|Vietnamese_Tot_resp,G08,Ancestry by Country of Birth of Parents
28,Vietnamese enclaves,2,P_Bosnia_Herzegov_Tot,PERSONS_Bosnia_and_Herzegovina_Total,P_Bosnia_Herzegov_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
28,Vietnamese enclaves,3,HI_300_399_Family_households,300_399_Family_households,HI_300_399_Family_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
28,Vietnamese enclaves,3,Tot_FHs_OnePF,Total_Family_households_One_parent_family,Tot_FHs_OnePF|Tot_Tot,G42,Dwelling Structure by Household Composition and Family Composition
28,Vietnamese enclaves,3,OPF_ChU15_a_DSs_a_NdCh_P,One_parent_family_with_children_under_15_and_dependent_students_and_non_dependent_children_Persons,OPF_ChU15_a_DSs_a_NdCh_P|OPF_Total_P,G29,Family Composition
28,Vietnamese enclaves,3,CF_no_ChU15_a_no_DSs_a_NdCh_P,Couple_family_with_no_children_under_15_and_no_dependent_students_and_with_non_dependent_children_Persons,CF_no_ChU15_a_no_DSs_a_NdCh_P|CF_Total_P,G29,Family Composition
28,Vietnamese enclaves,3,CF_no_ChU15_a_no_DSs_a_NdCh_F,Couple_family_with_no_children_under_15_and_no_dependent_students_and_with_non_dependent_children_Families,CF_no_ChU15_a_no_DSs_a_NdCh_F|CF_Total_F,G29,Family Composition
28,Vietnamese enclaves,3,HI_150_299_Family_households,150_299_Family_households,HI_150_299_Family_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
28,Vietnamese enclaves,3,lfs_Unmplyed_lookng_for_wrk_P,Labour_force_status_Unemployed_looking_for_work_Persons,lfs_Unmplyed_lookng_for_wrk_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
28,Vietnamese enclaves,3,High_yr_schl_comp_Yr_8_belw_P,Highest_year_of_school_completed_Year_8_or_below_Persons,High_yr_schl_comp_Yr_8_belw_P|Tot_P_P,G01,Selected Person Characteristics by Sex
28,Vietnamese enclaves,3,P_70_74_Num_chd_evr_brn_6_mr,Age_group_of_parent_70_74_years_Number_of_children_ever_born_Six_or_more_children,P_70_74_Num_chd_evr_brn_6_mr|P_70_74_yrs_Total,G28,Number of Children Ever Born 
28,Vietnamese enclaves,3,P_70_74_Num_chld_evr_brn_5,Age_group_of_parent_70_74_years_Number_of_children_ever_born_Five_children,P_70_74_Num_chld_evr_brn_5|P_70_74_yrs_Total,G28,Number of Children Ever Born 
28,Vietnamese enclaves,3,P_LonePnt_75_84,PERSONS_Lone_parent_Age_75_84_years,P_LonePnt_75_84|P_Tot_75_84,G27,Relationship in Household by Age by Sex
28,Vietnamese enclaves,3,P_LonePnt_65_74,PERSONS_Lone_parent_Age_65_74_years,P_LonePnt_65_74|P_Tot_65_74,G27,Relationship in Household by Age by Sex
28,Vietnamese enclaves,3,P_Y8b_Tot,PERSONS_Year_8_or_below_Total,P_Y8b_Tot|P_Tot_Tot,G16,Highest Year of School Completed by Age by Sex
28,Vietnamese enclaves,3,Tert_Voc_edu_Ft_15_24_P,Tertiary_Vocational_education_including_TAFE_and_private_training_providers_Full_time_student_Aged_15_24_years_Persons,Tert_Voc_edu_Ft_15_24_P|Tert_Tot_Tert_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
28,Vietnamese enclaves,3,T_UOLSE_T_T,TOTAL_Uses_other_language_and_speaks_English_Total_Total,T_UOLSE_T_T|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
28,Vietnamese enclaves,3,T_UOLSE_NWNAA_20,TOTAL_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2020,T_UOLSE_NWNAA_20|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
28,Vietnamese enclaves,3,T_UOLSE_NWNAA_18,TOTAL_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2018,T_UOLSE_NWNAA_18|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
28,Vietnamese enclaves,3,P_Croatia_Tot,PERSONS_Croatia_Total,P_Croatia_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
28,Vietnamese enclaves,3,P_25_34_yr_Not_married,PERSONS_25_34_years_Not_married,P_25_34_yr_Not_married|P_25_34_yr_Total,G06,Social Marital Status by Age by Sex
28,Vietnamese enclaves,3,P_35_44_yr_Widowed,PERSONS_35_44_years_Widowed,P_35_44_yr_Widowed|P_35_44_yr_Tot,G05,Registered Marital Status by Age by Sex
28,Vietnamese enclaves,3,Tot_Nmbr_chidrn_ever_brn_6_mr,Total_Number_of_children_ever_born_Six_or_more_children,Tot_Nmbr_chidrn_ever_brn_6_mr|Total_Total,G28,Number of Children Ever Born 
28,Vietnamese enclaves,3,Primary_Catholic_P,Primary_Catholic_Persons,Primary_Catholic_P|Primary_Tot_Primary_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
29,Working class pacific island families in old 'new estates',1,Christianity_Lattr_day_Snts_P,Christianity_Latter_day_Saints_Persons,Christianity_Lattr_day_Snts_P|Tot_P,G14,Religious Affiliation by Sex
29,Working class pacific island families in old 'new estates',1,HI_1500_1749_Fam_households,1500_1749_Family_households,HI_1500_1749_Fam_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
29,Working class pacific island families in old 'new estates',1,Maori_Tot_resp,Maori_Total_responses,Maori_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
29,Working class pacific island families in old 'new estates',1,Samoan_Tot_resp,Samoan_Total_responses,Samoan_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
29,Working class pacific island families in old 'new estates',1,P_New_Zealand_Tot,PERSONS_New_Zealand_Total,P_New_Zealand_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
29,Working class pacific island families in old 'new estates',1,P_Samoa_Tot,PERSONS_Samoa_Total,P_Samoa_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
29,Working class pacific island families in old 'new estates',2,HI_1750_1999_Fam_households,1750_1999_Family_households,HI_1750_1999_Fam_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
29,Working class pacific island families in old 'new estates',2,P_GrpH_Mem_65_74,PERSONS_Group_household_member_Age_65_74_years,P_GrpH_Mem_65_74|P_Tot_65_74,G27,Relationship in Household by Age by Sex
29,Working class pacific island families in old 'new estates',2,F_Heart_disease_35_44,FEMALES_Heart_disease_including_heart_attack_or_angina_Age_35_44_years,F_Heart_disease_35_44|P_Tot_35_44,G19,Type of Long-Term Health Condition by Age by Sex
29,Working class pacific island families in old 'new estates',2,P_0_4_yrs_Need_for_assistance,PERSONS_0_4_years_Has_need_for_assistance,P_0_4_yrs_Need_for_assistance|P_0_4_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
29,Working class pacific island families in old 'new estates',2,Tert_Voc_edu_Ft_15_24_P,Tertiary_Vocational_education_including_TAFE_and_private_training_providers_Full_time_student_Aged_15_24_years_Persons,Tert_Voc_edu_Ft_15_24_P|Tert_Tot_Tert_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
29,Working class pacific island families in old 'new estates',2,P_GrpH_Mem_85ov,PERSONS_Group_household_member_Age_85_years_and_over,P_GrpH_Mem_85ov|P_Tot_85ov,G27,Relationship in Household by Age by Sex
29,Working class pacific island families in old 'new estates',2,F_Heart_disease_65_74,FEMALES_Heart_disease_including_heart_attack_or_angina_Age_65_74_years,F_Heart_disease_65_74|P_Tot_65_74,G19,Type of Long-Term Health Condition by Age by Sex
29,Working class pacific island families in old 'new estates',2,M_1400_1799_Tot,1400_1799_Total,M_1400_1799_Tot|Tot_Tot,G38,Mortgage Repayment (Monthly) by Dwelling Structure
29,Working class pacific island families in old 'new estates',2,Total_NofB_3,Total_Number_of_bedrooms_Three_bedrooms,Total_NofB_3|Total_Total,G41,Dwelling Structure by Number of Bedrooms
29,Working class pacific island families in old 'new estates',2,P_3_or_mo_cond_25_34,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_25_34_years,P_3_or_mo_cond_25_34|P_Tot_25_34,G20,Count of Selected Long-Term Health Conditions by Age by Sex
29,Working class pacific island families in old 'new estates',2,P_3_or_mo_cond_15_24,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_15_24_years,P_3_or_mo_cond_15_24|P_Tot_15_24,G20,Count of Selected Long-Term Health Conditions by Age by Sex
29,Working class pacific island families in old 'new estates',3,P_25_34_yr_Separated,PERSONS_25_34_years_Separated,P_25_34_yr_Separated|P_25_34_yr_Tot,G05,Registered Marital Status by Age by Sex
29,Working class pacific island families in old 'new estates',3,P_50_54_Num_chd_evr_brn_6_mr,Age_group_of_parent_50_54_years_Number_of_children_ever_born_Six_or_more_children,P_50_54_Num_chd_evr_brn_6_mr|P_50_54_yrs_Total,G28,Number of Children Ever Born 
29,Working class pacific island families in old 'new estates',3,P_85_ov_Num_chld_evr_brn_5,Age_group_of_parent_85_years_and_over_Number_of_children_ever_born_Five_children,P_85_ov_Num_chld_evr_brn_5|P_85ov_Total,G28,Number of Children Ever Born 
29,Working class pacific island families in old 'new estates',3,OPF_ChU15_a_DSs_a_NdCh_F,One_parent_family_with_children_under_15_and_dependent_students_and_non_dependent_children_Families,OPF_ChU15_a_DSs_a_NdCh_F|OPF_Total_F,G29,Family Composition
29,Working class pacific island families in old 'new estates',3,R_RE_Agt_DS_Sep_house,Rented_Real_estate_agent_Dwelling_structure_Separate_house,R_RE_Agt_DS_Sep_house|Total_Total,G37,Tenure and Landlord Type by Dwelling Structure
29,Working class pacific island families in old 'new estates',3,One_PF_FBO_Tot,One_parent_family_Father_only_born_overseas_Total,One_PF_FBO_Tot|Tot_Tot,G30,Family Composition and Country of Birth of Parents by Age of Dependent Children
29,Working class pacific island families in old 'new estates',3,P_45_49_Num_chd_evr_brn_6_mr,Age_group_of_parent_45_49_years_Number_of_children_ever_born_Six_or_more_children,P_45_49_Num_chd_evr_brn_6_mr|P_45_49_yrs_Total,G28,Number of Children Ever Born 
29,Working class pacific island families in old 'new estates',3,R_ST_h_auth_DS_Sep_house,Rented_State_or_territory_housing_authority_Dwelling_structure_Separate_house,R_ST_h_auth_DS_Sep_house|Total_Total,G37,Tenure and Landlord Type by Dwelling Structure
29,Working class pacific island families in old 'new estates',3,P_Tot_Unemp_20_24,PERSONS_Total_unemployed_Age_20_24_years,P_Tot_Unemp_20_24|P_Tot_20_24,G46,Labour Force Status by Age by Sex
29,Working class pacific island families in old 'new estates',3,OPF_ChU15_a_no_DSs_a_NdCh_F,One_parent_family_with_children_under_15_and_no_dependent_students_and_with_non_dependent_children_Families,OPF_ChU15_a_no_DSs_a_NdCh_F|OPF_Total_F,G29,Family Composition
29,Working class pacific island families in old 'new estates',3,P_40_44_Num_chd_evr_brn_6_mr,Age_group_of_parent_40_44_years_Number_of_children_ever_born_Six_or_more_children,P_40_44_Num_chd_evr_brn_6_mr|P_40_44_yrs_Total,G28,Number of Children Ever Born 
29,Working class pacific island families in old 'new estates',3,P_20_24_Prvided_unpaid_assist,PERSONS_20_24_years_Provided_unpaid_assistance,P_20_24_Prvided_unpaid_assist|P_20_24_Tot,G25,Unpaid Assistance to a Person with a Disability Health Condition or Due to Old Age by Age by Sex
29,Working class pacific island families in old 'new estates',3,P_20_24_Num_chld_evr_brn_3,Age_group_of_parent_20_24_years_Number_of_children_ever_born_Three_children,P_20_24_Num_chld_evr_brn_3|P_20_24_yrs_Total,G28,Number of Children Ever Born 
29,Working class pacific island families in old 'new estates',3,P_20_24_Num_chld_evr_brn_2,Age_group_of_parent_20_24_years_Number_of_children_ever_born_Two_children,P_20_24_Num_chld_evr_brn_2|P_20_24_yrs_Total,G28,Number of Children Ever Born 
29,Working class pacific island families in old 'new estates',3,P_GrpH_Mem_55_64,PERSONS_Group_household_member_Age_55_64_years,P_GrpH_Mem_55_64|P_Tot_55_64,G27,Relationship in Household by Age by Sex
29,Working class pacific island families in old 'new estates',3,P_Mnfg_ToT,PERSONS_Manufacturing_Total,P_Mnfg_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
29,Working class pacific island families in old 'new estates',3,P_1m_cond_Tot_15_24,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Total_Age_15_24_years,P_1m_cond_Tot_15_24|P_Tot_15_24,G20,Count of Selected Long-Term Health Conditions by Age by Sex
29,Working class pacific island families in old 'new estates',3,P_3_or_mo_cond_55_64,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_55_64_years,P_3_or_mo_cond_55_64|P_Tot_55_64,G20,Count of Selected Long-Term Health Conditions by Age by Sex
29,Working class pacific island families in old 'new estates',3,P_3_or_mo_cond_35_44,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_35_44_years,P_3_or_mo_cond_35_44|P_Tot_35_44,G20,Count of Selected Long-Term Health Conditions by Age by Sex
29,Working class pacific island families in old 'new estates',3,F_Heart_disease_55_64,FEMALES_Heart_disease_including_heart_attack_or_angina_Age_55_64_years,F_Heart_disease_55_64|P_Tot_55_64,G19,Type of Long-Term Health Condition by Age by Sex
29,Working class pacific island families in old 'new estates',3,F_Heart_disease_45_54,FEMALES_Heart_disease_including_heart_attack_or_angina_Age_45_54_years,F_Heart_disease_45_54|P_Tot_45_54,G19,Type of Long-Term Health Condition by Age by Sex
29,Working class pacific island families in old 'new estates',3,Christnty_Sevnth_dy_Advntst_P,Christianity_Seventh_day_Adventist_Persons,Christnty_Sevnth_dy_Advntst_P|Tot_P,G14,Religious Affiliation by Sex
29,Working class pacific island families in old 'new estates',3,P_85ov_Not_married,PERSONS_85_years_and_over_Not_married,P_85ov_Not_married|P_85ov_Total,G06,Social Marital Status by Age by Sex
29,Working class pacific island families in old 'new estates',3,P_55_64_yr_Separated,PERSONS_55_64_years_Separated,P_55_64_yr_Separated|P_55_64_yr_Tot,G05,Registered Marital Status by Age by Sex
29,Working class pacific island families in old 'new estates',3,P_45_54_yr_Widowed,PERSONS_45_54_years_Widowed,P_45_54_yr_Widowed|P_45_54_yr_Tot,G05,Registered Marital Status by Age by Sex
29,Working class pacific island families in old 'new estates',3,P_35_39_Num_chd_evr_brn_6_mr,Age_group_of_parent_35_39_years_Number_of_children_ever_born_Six_or_more_children,P_35_39_Num_chd_evr_brn_6_mr|P_35_39_yrs_Total,G28,Number of Children Ever Born 
29,Working class pacific island families in old 'new estates',3,P_Tot_Mach_oper_drivers,PERSONS_Total_Occupation_Machinery_operators_and_drivers,P_Tot_Mach_oper_drivers|P_Tot_Tot,G60,Occupation by age by Sex
30,Pacific Islander community in older australian community,1,Christinty_Jehvahs_Witnses_P,Christianity_Jehovahs_Witnesses_Persons,Christinty_Jehvahs_Witnses_P|Tot_P,G14,Religious Affiliation by Sex
30,Pacific Islander community in older australian community,1,P_5_14_Need_for_assistance,PERSONS_5_14_years_Has_need_for_assistance,P_5_14_Need_for_assistance|P_5_14_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
30,Pacific Islander community in older australian community,1,HI_1750_1999_Fam_households,1750_1999_Family_households,HI_1750_1999_Fam_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
30,Pacific Islander community in older australian community,1,P_3_or_mo_cond_15_24,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_15_24_years,P_3_or_mo_cond_15_24|P_Tot_15_24,G20,Count of Selected Long-Term Health Conditions by Age by Sex
30,Pacific Islander community in older australian community,1,M_1400_1799_Tot,1400_1799_Total,M_1400_1799_Tot|Tot_Tot,G38,Mortgage Repayment (Monthly) by Dwelling Structure
30,Pacific Islander community in older australian community,1,Total_NofB_3,Total_Number_of_bedrooms_Three_bedrooms,Total_NofB_3|Total_Total,G41,Dwelling Structure by Number of Bedrooms
30,Pacific Islander community in older australian community,2,P_Tot_Unemp_20_24,PERSONS_Total_unemployed_Age_20_24_years,P_Tot_Unemp_20_24|P_Tot_20_24,G46,Labour Force Status by Age by Sex
30,Pacific Islander community in older australian community,2,HI_1250_1499_Fam_households,1250_1499_Family_households,HI_1250_1499_Fam_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
30,Pacific Islander community in older australian community,2,P_RTrade_ToT,PERSONS_Retail_Trade_Total,P_RTrade_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
30,Pacific Islander community in older australian community,2,HI_1500_1749_Fam_households,1500_1749_Family_households,HI_1500_1749_Fam_households|Tot_Family_households,G33,Total Household Income (Weekly) by Household Composition
30,Pacific Islander community in older australian community,2,P_1m_cond_Tot_55_64,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Total_Age_55_64_years,P_1m_cond_Tot_55_64|P_Tot_55_64,G20,Count of Selected Long-Term Health Conditions by Age by Sex
30,Pacific Islander community in older australian community,2,One_PF_FBO_Tot,One_parent_family_Father_only_born_overseas_Total,One_PF_FBO_Tot|Tot_Tot,G30,Family Composition and Country of Birth of Parents by Age of Dependent Children
30,Pacific Islander community in older australian community,2,P_Cert_I_II_Total,PERSONS_Certificate_Level_Certificate_I_and_II_Level_Total,P_Cert_I_II_Total|P_Tot_Total,G49,Highest Non-School Qualification:  Level of Education by Age by Sex
30,Pacific Islander community in older australian community,2,P_Tot_Occ_CPS,PERSONS_Total_Occupation_Community_and_personal_service_workers,P_Tot_Occ_CPS|P_Total_Total,G51,Highest Non-School Qualification: Field of Study by Occupation by Sex
30,Pacific Islander community in older australian community,2,Christianity_Lattr_day_Snts_P,Christianity_Latter_day_Saints_Persons,Christianity_Lattr_day_Snts_P|Tot_P,G14,Religious Affiliation by Sex
30,Pacific Islander community in older australian community,3,P_Tot_Unemp_25_34,PERSONS_Total_unemployed_Age_25_34_years,P_Tot_Unemp_25_34|P_Tot_25_34,G46,Labour Force Status by Age by Sex
30,Pacific Islander community in older australian community,3,P_Fd_Hosp_Psnl_Svcs_Tot,PERSONS_Food_Hospitality_and_Personal_Services_Total,P_Fd_Hosp_Psnl_Svcs_Tot|P_Tot_Tot,G50,Highest Non-School Qualification: Field of Study by Age by Sex
30,Pacific Islander community in older australian community,3,P_Tot_Occ_Sal,PERSONS_Total_Occupation_Sales_workers,P_Tot_Occ_Sal|P_Total_Total,G51,Highest Non-School Qualification: Field of Study by Occupation by Sex
30,Pacific Islander community in older australian community,3,Blnd_fam_no_otr_chld_pre_Fam,Blended_family_with_no_other_children_present_Families,Blnd_fam_no_otr_chld_pre_Fam|Tot_Families,G31,Family Blending
30,Pacific Islander community in older australian community,3,P_Myanmar_Tot,PERSONS_Myanmar_Total,P_Myanmar_Tot|P_Tot_Tot,G09,Country of Birth of Person by Age by Sex
30,Pacific Islander community in older australian community,3,P_LonePnt_Tot,PERSONS_Lone_parent_Total,P_LonePnt_Tot|P_Tot_Tot,G27,Relationship in Household by Age by Sex
30,Pacific Islander community in older australian community,3,P_25_29_Num_chld_evr_brn_4,Age_group_of_parent_25_29_years_Number_of_children_ever_born_Four_children,P_25_29_Num_chld_evr_brn_4|P_25_29_yrs_Total,G28,Number of Children Ever Born 
30,Pacific Islander community in older australian community,3,P_35_44_Prvided_unpaid_assist,PERSONS_35_44_years_Provided_unpaid_assistance,P_35_44_Prvided_unpaid_assist|P_35_44_Tot,G25,Unpaid Assistance to a Person with a Disability Health Condition or Due to Old Age by Age by Sex
30,Pacific Islander community in older australian community,3,P_3_or_mo_cond_45_54,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_45_54_years,P_3_or_mo_cond_45_54|P_Tot_45_54,G20,Count of Selected Long-Term Health Conditions by Age by Sex
30,Pacific Islander community in older australian community,3,P_Other_Tot,PERSONS_Any_other_long_term_health_conditions_Age_Total_responses,P_Other_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
30,Pacific Islander community in older australian community,3,P_Mental_health_cond_25_34,PERSONS_Mental_health_condition_including_depression_or_anxiety_Age_25_34_years,P_Mental_health_cond_25_34|P_Tot_25_34,G19,Type of Long-Term Health Condition by Age by Sex
30,Pacific Islander community in older australian community,3,P_Mental_health_cond_15_24,PERSONS_Mental_health_condition_including_depression_or_anxiety_Age_15_24_years,P_Mental_health_cond_15_24|P_Tot_15_24,G19,Type of Long-Term Health Condition by Age by Sex
30,Pacific Islander community in older australian community,3,P_Diabetes_Tot,PERSONS_Diabetes_excluding_gestational_diabetes_Age_Total_responses,P_Diabetes_Tot|P_Tot_Tot,G19,Type of Long-Term Health Condition by Age by Sex
30,Pacific Islander community in older australian community,3,F_Heart_disease_65_74,FEMALES_Heart_disease_including_heart_attack_or_angina_Age_65_74_years,F_Heart_disease_65_74|P_Tot_65_74,G19,Type of Long-Term Health Condition by Age by Sex
30,Pacific Islander community in older australian community,3,P_35_44_Need_for_assistance,PERSONS_35_44_years_Has_need_for_assistance,P_35_44_Need_for_assistance|P_35_44_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
30,Pacific Islander community in older australian community,3,P_15_19_Need_for_assistance,PERSONS_15_19_years_Has_need_for_assistance,P_15_19_Need_for_assistance|P_15_19_yrs_Tot,G18,Core Activity Need for Assistance by Age by Sex
30,Pacific Islander community in older australian community,3,Christianity_Baptist_P,Christianity_Baptist_Persons,Christianity_Baptist_P|Tot_P,G14,Religious Affiliation by Sex
30,Pacific Islander community in older australian community,3,P_30_34_Num_chld_evr_brn_5,Age_group_of_parent_30_34_years_Number_of_children_ever_born_Five_children,P_30_34_Num_chld_evr_brn_5|P_30_34_yrs_Total,G28,Number of Children Ever Born 
